V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
1600,86769,0,34,2800,0,0,42594,87842,0,26766,2000,26198,3021,0,1000,0,1000,27341,310000
0,0,0,39,21801,-1,-1,62433,21801,0,16550,0,-82,42745,-1,16632,1,5265,5239,200000
0,0,-2,42,0,-2,-2,0,0,-2,0,5000,0,0,-2,0,1,0,0,130000
6969,5788,-1,36,1600,0,-1,14562,5802,-1,5958,101434,6930,14562,-1,5958,-1,1448,1448,100000
0,8050,-1,42,0,-1,-2,1560,0,-1,0,0,0,1560,-2,0,-1,0,0,200000
326,29243,0,42,3032,0,-1,26401,31093,0,324,199,326,1454,-2,324,0,1130,1126,60000
1500,45192,-1,22,5000,0,0,16991,9920,0,18391,1000,17727,31991,0,1200,0,10000,18490,50000
5200,1288,-1,30,0,-1,0,136239,-4925,0,81195,2000,137748,143200,0,2352,-1,2000,47338,140000
0,28175,0,31,30000,0,0,61513,57433,2,61937,5000,59769,5000,0,3000,2,5000,66088,80000
112,17516,2,31,0,2,-1,94,1600,-2,704,7000,100,94,-1,704,1,7491,7480,550000
1000,2724,0,26,45000,0,0,46435,46286,0,3437,100,4398,2300,0,0,-1,1000,3476,100000
31770,13596,0,32,34661,-1,-1,29084,34661,-1,3322,139961,31770,11000,-1,3322,-1,32528,32528,220000
9467,22303,-2,28,51762,-2,-2,186394,51749,-2,6620,8960,9458,186398,-2,6620,-2,10040,10040,250000
2000,118905,0,29,5000,0,0,78297,118620,0,33264,2000,36137,4000,0,2000,0,2000,29493,210000
5215,23070,0,29,164000,0,0,164405,186183,0,2806,300,93983,7000,-1,3500,0,2000,1732,170000
8423,109997,0,29,100000,0,0,209680,205119,0,174907,5000,213527,8270,0,6753,0,5139,126309,360000
0,21676,3,31,0,4,0,20442,21054,2,20238,1000,19773,0,0,1000,1,1000,18062,20000
0,187698,0,32,7000,2,-2,195498,190103,0,0,4290,0,10000,-2,0,2,0,0,400000
6031,586,-1,33,0,-1,-1,942,-64,-1,126,16,5378,1006,-1,1003,-1,4003,3419,220000
3019,47816,0,35,3000,0,0,48543,49694,0,9076,2000,46366,3000,0,3000,0,1000,9812,50000
0,0,-2,37,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,170000
13996,8417,-1,47,15271,-1,-1,12803,15271,-1,9958,6151,13984,12831,-1,9958,-1,13066,13066,210000
0,0,-1,45,709,-1,-2,0,709,-2,0,0,0,0,-2,0,1,0,0,360000
2000,28409,0,21,2000,0,0,29435,28530,0,29434,0,30841,2000,0,1765,0,331,16565,30000
1592,14414,0,22,1554,0,2,16448,15424,0,18305,1663,17462,1578,0,1435,2,0,17871,20000
1682,50784,0,22,2300,0,0,50222,50670,0,39721,1200,20013,2000,-1,41803,0,1261,30526,50000
1506,60330,0,22,2500,0,0,60264,60382,0,28990,2000,46149,2501,0,1000,0,1500,30067,60000
50510,2358,-1,42,156,-1,-1,0,156,-1,2202,0,50510,0,0,0,-1,5131,4533,220000
0,27369,0,30,0,2,-2,4580,6425,0,0,0,0,1050,-2,0,1,0,0,50000
3000,7053,0,26,3000,0,0,50926,9761,0,49323,2000,48588,45000,0,2000,0,2500,50685,70000
3000,96491,0,22,0,2,0,97522,94043,0,90605,139,97696,5000,0,2113,1,2995,85293,100000
1446,15988,0,23,794,2,2,17626,16219,0,19052,379,18398,1674,0,1100,1,0,15429,20000
736,736,2,24,1472,-1,-1,736,1472,-1,736,831,736,0,-1,736,-1,1423,1423,30000
4300,17476,0,23,2000,0,0,15784,18807,0,19444,600,19062,1500,0,624,2,800,20004,20000
2000,6518,0,22,65145,-1,0,53655,65145,0,41166,1000,50279,2386,0,2000,0,3000,28657,80000
3623,60434,0,22,2141,0,2,56585,60935,0,29002,0,77520,3085,2,0,0,3158,30274,60000
2000,6655,0,22,3200,0,2,12450,9711,2,13437,4600,13949,2900,3,0,2,0,13082,20000
1539,58032,2,23,4800,2,0,44438,61026,0,30210,27887,35619,0,0,1500,2,1527,1527,60000
3600,90680,2,23,5000,2,2,95189,93267,2,97560,7300,96332,4300,2,3700,2,0,95885,100000
6808,9340,2,22,1500,2,3,10221,10533,2,17738,0,16808,0,2,1502,3,0,17174,30000
500,6251,3,22,500,3,0,6744,6498,2,6593,273,6977,500,0,242,1,1000,7481,10000
1282,5403,0,23,1300,0,2,7479,6462,0,9007,0,8489,1272,0,800,0,500,9227,10000
2700,54938,0,24,1985,0,2,56999,55621,0,62489,2389,57748,2664,0,6700,0,0,60984,100000
0,25207,0,24,1000,0,-2,0,25435,-2,0,0,0,0,-2,0,0,0,0,50000
0,12764,2,24,0,3,2,13266,12267,2,13801,1200,12756,1500,2,1259,2,0,13439,20000
3500,116186,0,27,5500,0,0,105091,111703,0,96090,4000,100046,4500,0,6011,0,3200,90359,130000
3000,48409,0,23,1605,0,0,16922,39572,0,17644,1000,19319,1603,2,0,0,1000,18209,50000
2810,50668,0,23,0,2,2,46225,46576,0,45099,1500,46473,2120,2,1000,2,2083,45116,50000
0,30372,2,26,1805,2,2,30670,30954,2,30584,2400,29856,2074,2,2304,2,0,27883,30000
1100,10550,0,23,1300,0,0,13469,11670,2,14509,500,14045,2000,0,1000,0,2700,16962,30000
1403,45995,0,23,2400,0,0,20264,44955,0,20877,1000,20614,1700,0,1000,0,1000,21535,60000
2500,61094,0,24,3000,0,0,63882,62483,0,66680,0,64733,3000,0,3000,0,5800,71243,70000
1731,27552,2,23,3605,0,0,29915,30686,0,27310,1964,29994,2,0,1093,0,1026,27778,30000
0,101080,2,28,0,2,0,92041,87572,2,74233,0,75461,7690,0,2800,1,5700,76543,100000
0,6100,0,27,1281,0,0,9596,7274,2,9593,421,9289,2603,0,1000,2,500,9795,10000
0,2750,-2,28,0,0,0,-975,-650,-2,2561,1000,-1625,0,-1,4186,0,2000,4187,120000
780,390,2,27,780,-1,-1,390,780,-1,390,150,780,0,0,0,-1,390,390,30000
0,0,-2,26,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,130000
4013,5200,-2,27,1689,-2,-2,-17,1689,-2,2278,4721,3996,0,-2,2278,-2,1132,1132,150000
0,0,-2,27,0,-2,-2,734,0,-2,390,1990,0,734,-2,390,-2,988,988,130000
9610,4617,-1,26,13054,-1,-1,15449,13054,-1,4173,8000,9610,15449,-1,4373,-1,12929,12929,340000
2000,29083,0,27,1500,0,0,28327,27227,0,14215,1229,27831,1938,0,505,0,25000,32635,30000
1010,57449,0,27,1743,0,-1,23017,38254,0,4770,0,14440,1640,0,95,0,1595,1595,120000
0,4040,2,27,0,2,-2,0,3800,-2,0,0,0,0,-2,0,1,0,0,50000
1558,50686,0,27,1779,0,0,49603,49525,0,30421,1634,49222,3001,0,1045,0,1074,30352,50000
5000,15700,-1,27,250,-1,0,7671,250,0,74088,41803,12088,7671,0,65000,0,3000,63593,130000
8412,58653,0,29,5886,0,0,55957,56329,0,61700,3000,52392,4054,0,15096,0,1208,42975,360000
0,5146,-2,27,15381,-2,-2,0,15381,-2,0,0,0,0,-2,0,-2,0,0,360000
1111,2126,-1,25,1513,-1,-1,1246,1513,-1,3018,1273,1111,1246,-1,3018,0,5847,5847,50000
4316,109474,0,28,11602,0,2,111125,110723,0,84729,3000,106828,4238,0,11190,0,0,82910,110000
0,51943,2,28,0,2,2,51967,50800,2,51911,2000,50794,4156,2,4100,1,0,50976,50000
6179,0,-1,29,18488,-1,0,17276,18488,-1,9219,9012,6165,17276,-1,9219,1,0,980,260000
16251,8805,0,29,5001,0,-1,16659,10768,0,15147,5389,25302,6688,0,394,-1,5307,5281,360000
0,52533,2,29,5120,0,0,57022,56340,2,55350,3000,55081,2600,0,2200,0,2028,55906,80000
9070,1026,-1,28,9066,-1,2,1600,8968,-1,6171,2214,8799,1608,-1,1001,-1,3,4921,400000
626,3126,2,29,626,2,-2,626,3126,-2,776,1252,626,626,-2,776,-1,783,783,240000
3000,107649,0,28,3500,0,0,74760,82139,0,62529,2000,63520,3899,0,1800,0,3000,58228,110000
1429,45343,0,29,2967,0,0,29756,31228,0,20292,263,27751,2007,0,1092,0,412,14937,90000
1200,19455,0,23,1500,0,0,10476,13675,0,11609,800,11197,1500,0,600,0,500,11922,50000
1135,10243,0,31,0,2,0,8894,9920,0,8449,287,8136,1281,0,448,3,329,8493,10000
4208,130640,0,27,4500,0,0,110795,120058,0,78730,1800,101668,4100,0,3000,0,2300,66682,360000
3000,68250,0,24,3000,0,0,71181,68817,0,70364,3000,68997,3500,0,2503,0,2596,71842,80000
1755,1138,-1,24,804,-2,-1,179,800,-1,0,0,1755,179,-1,0,-2,1190,1190,80000
3079,193000,0,29,5072,0,0,138021,149410,0,84967,4554,98578,4439,0,3020,0,3036,83224,260000
7000,96343,3,25,0,4,2,91624,93959,2,95233,3500,96190,0,3,1500,-1,4200,97760,110000
4000,2990,0,24,8619,-1,-1,4405,8619,0,2820,2825,4445,1000,-1,2820,-1,4970,4970,160000
11380,63376,0,26,5000,0,0,67536,67293,0,82888,6671,77697,1317,0,6508,0,6540,88048,110000
32000,182967,2,30,15349,-1,2,75635,194924,2,60875,0,94454,10,2,0,-1,3000,41221,200000
1376,48259,0,29,1726,0,0,26953,48740,0,28420,1100,27860,1500,0,936,2,1000,29045,50000
3002,91116,0,29,3500,0,0,91595,89047,0,59822,5000,88197,4000,0,1974,0,2000,55345,90000
780,18354,0,30,1225,0,-2,10419,16419,-1,0,0,780,1015,-1,0,0,0,0,20000
5809,101431,0,31,5000,0,0,125731,102604,0,118759,4100,120465,30000,0,4002,0,4500,119378,200000
5025,115303,0,28,4157,0,0,111651,113502,0,96723,4000,102622,4168,0,3223,0,4105,98827,130000
3700,37549,2,31,4000,0,2,39676,40603,2,41428,2000,42407,0,2,0,0,5000,45576,60000
10000,189307,0,32,8438,0,-1,199963,194602,0,84877,3497,205137,10000,-1,84890,0,2948,83899,210000
3087,13158,-2,29,1062,-2,-2,8805,1062,-2,0,3240,3024,8805,-2,0,-2,0,0,310000
2011,58117,0,26,2400,0,0,47413,53986,0,28170,1200,36527,2050,0,1200,0,1400,28963,60000
4495,1344,-1,25,1041,-1,-1,2021,1041,-1,15145,0,4495,2021,0,10650,-1,525,525,150000
1000,80848,0,27,8000,0,0,28461,83678,0,3637,1000,13263,2000,0,1000,0,2000,4814,170000
3600,14023,-1,29,1450,0,0,101479,14224,0,102861,3500,101454,101505,0,3700,0,3800,103921,160000
0,0,-2,31,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,200000
0,2400,2,30,0,2,7,2400,2400,7,2400,0,2400,0,7,0,3,0,2400,30000
2400,67087,0,28,2400,0,0,67525,66665,0,67419,2500,67091,3040,0,2500,0,2450,67711,120000
1000,5556,0,31,1028,0,0,4298,3684,0,3563,0,3882,1032,0,72,0,369,3242,20000
7522,98618,0,30,25464,0,0,84741,73464,0,69053,12000,72510,43095,0,9065,0,8841,64841,500000
1480,0,-1,31,0,-2,0,740,-740,-1,1480,2931,1480,2220,0,740,1,0,740,100000
0,50425,0,30,2400,0,-2,0,51400,-2,0,0,0,0,-2,0,0,0,0,50000
316,316,-1,31,316,-1,0,316,316,-1,632,316,316,316,-1,632,-1,0,316,120000
0,78874,2,39,4725,2,0,66468,74268,2,50680,51000,56847,1400,0,1545,2,2022,26729,50000
2000,41814,0,41,2500,0,2,44710,43616,0,50880,2000,45661,2100,0,6000,0,0,49934,140000
4303,148803,0,44,5100,0,0,130539,137561,0,105517,4000,112300,5300,0,3600,0,4000,108011,260000
2537,49487,0,41,0,2,0,39490,48282,0,23391,1500,27835,2000,0,1500,1,1500,24507,50000
1500,16053,0,35,2000,0,0,25350,16024,0,25948,1500,25738,10000,0,1000,0,1000,26163,50000
1650,72704,0,38,3133,0,0,59223,70907,0,41152,1505,40128,2132,0,2000,0,1503,41527,80000
2626,23705,0,49,1386,0,2,25745,24709,0,27216,1033,27949,1422,2,0,0,2351,29138,30000
17,13815,3,31,0,4,0,12755,13307,2,3150,0,8400,3,0,0,2,0,0,50000
8012,234312,0,48,9454,0,0,233781,231407,0,190170,7000,220150,10128,0,6500,0,7000,194018,240000
0,0,-2,44,0,-2,-1,0,0,-2,0,0,0,0,-2,0,1,379,379,30000
0,15750,0,35,1005,0,-2,0,12891,-2,0,0,0,0,-2,0,0,0,0,240000
2104,72561,0,28,2300,0,0,61652,62691,0,50011,1807,54602,2809,0,1708,0,1768,49701,80000
1400,81902,0,47,3274,0,0,72163,71768,0,27724,1000,27124,2271,0,1000,0,1000,28724,90000
0,2400,2,44,0,2,7,2400,2400,7,2400,0,2400,0,7,0,3,0,2400,20000
30,84720,2,34,3808,2,0,84062,86221,2,31984,1133,79076,2804,0,1108,1,1108,29306,80000
4389,126251,0,37,4500,0,0,122493,128542,0,127507,4000,124743,4600,0,4697,0,4800,121400,230000
4000,106526,0,30,4000,0,2,82784,85019,0,86227,4000,81458,3000,0,7000,0,0,84646,140000
1045,29987,0,32,2007,0,0,27865,29219,0,32261,1000,11166,2049,0,23610,0,4000,7961,100000
0,5583,-2,37,3946,-2,-2,0,3946,-2,0,0,0,0,-2,0,-2,0,0,80000
1000,0,0,26,0,-1,-1,10,2381,0,2230,866,1010,15,-1,2000,-1,1191,1191,200000
0,600,-1,29,600,-1,-2,0,600,-2,0,0,0,0,-2,0,-1,0,0,100000
469,0,-2,36,0,-2,-1,0,0,-1,150,3800,469,0,-1,150,1,3661,3661,330000
1400,79158,0,32,23591,0,0,58161,93667,0,28835,639,41414,2116,0,1165,0,588,29423,100000
4433,129677,0,37,5940,0,0,98083,131798,0,87375,3200,92317,4700,0,3100,2,3300,87634,130000
1289,17962,2,43,1400,2,0,18177,18766,0,17827,1000,19147,0,0,800,1,1000,18389,50000
150,0,-1,39,174,-1,2,2071,174,2,840,0,2036,2071,2,0,1,931,1081,80000
2270,51012,0,34,2000,0,0,50446,49882,0,29844,1238,49910,2200,0,1204,0,1300,30524,50000
1664,22352,0,45,1324,0,0,20791,23244,0,22237,1030,22104,1351,0,797,0,825,22703,50000
30,-4,-2,40,0,-2,-1,-4,-4,-1,326,2000,26,0,-1,300,-2,1000,-87,10000
1281,19725,2,26,1293,2,0,16801,17368,0,17419,790,17789,0,0,771,1,640,17628,20000
20000,418958,0,39,39432,0,0,440324,439432,0,440050,20000,440565,20000,0,20000,0,20000,438953,500000
1000,24904,-1,46,2343,-1,-1,4856,2338,0,3995,26313,4127,4856,-1,3995,-1,842,842,160000
20000,154875,0,46,5216,0,0,129962,140376,0,118956,10000,124282,8000,0,15653,-1,3793,121449,200000
1794,63354,0,32,3000,0,0,67087,65299,0,26316,1390,27121,3490,0,1311,0,953,26476,60000
2000,50738,0,43,4,2,0,48608,49236,0,49023,5430,48423,1939,0,1700,1,1750,49681,50000
1062,2489,-1,39,0,2,0,1062,1242,-1,1062,0,1062,1062,0,0,-1,0,0,90000
2158,80324,0,46,3458,0,0,76279,79071,0,61036,2197,60939,2519,0,2151,0,2368,61359,120000
5000,52714,2,39,0,3,0,50492,51593,0,18283,2000,47633,0,0,3000,3,1000,18610,50000
0,75953,2,31,7000,0,0,81587,81055,2,78335,5900,78103,3000,0,3000,0,3100,78678,80000
316,316,-1,33,316,-1,-1,13816,316,-1,316,316,316,13816,-1,316,-1,316,316,140000
5000,19824,0,40,15000,0,0,30862,29311,0,15571,2000,26614,10000,0,1500,0,800,14971,50000
56397,410,-1,47,3620,-1,0,7656,3620,-1,43882,12117,56397,7656,0,0,-1,0,21818,360000
3560,105851,0,46,5604,0,2,108015,108187,0,71865,3000,88618,4661,0,4915,0,0,65629,110000
3000,98006,0,31,4300,0,0,93066,93978,0,78144,3034,88823,4295,0,2887,0,3000,78169,110000
1828,71171,0,31,1746,0,0,74105,72613,0,77150,2100,75617,1792,0,1855,0,2121,78953,100000
2000,16639,0,28,14,2,-2,12151,16041,0,0,0,4963,1505,0,0,2,0,0,50000
22264,7965,-1,43,12724,-1,0,11016,12717,-1,18711,5380,22263,11022,0,378,-1,258,12712,50000
5000,92626,0,30,5000,0,0,93345,90727,0,95613,3000,93812,5000,0,5000,0,4400,95972,170000
380,776,-1,35,776,-1,-1,1172,776,-1,776,380,380,1172,-1,776,2,1172,1172,160000
0,-1600,-1,45,83750,-1,-2,0,82150,-2,0,0,0,0,-2,0,1,0,0,80000
1000,24036,2,46,1700,2,2,25930,25035,2,26477,0,26206,1600,2,1000,2,1500,27404,70000
0,34811,0,30,2000,0,-2,6680,30753,0,0,0,0,1000,-2,0,0,0,0,50000
3000,47758,0,32,3000,0,0,36283,33050,0,37669,3000,36502,4880,0,3000,0,3000,39102,570000
1321,10468,0,31,1160,0,0,10309,9138,0,10295,600,10299,1331,0,517,0,528,10306,10000
2083,103876,0,33,2034,0,0,12475,66894,0,15270,1286,14208,3000,0,10000,0,0,14880,200000
5500,145023,0,45,6000,0,0,76453,115830,0,61238,3000,59734,4000,0,2500,0,3000,63089,290000
0,17836,2,30,0,2,0,19381,17246,2,19145,700,18772,2921,0,685,1,708,19545,20000
0,71900,-2,41,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,160000
1218,16413,0,40,2160,0,0,11554,12171,0,4305,1000,7830,1500,0,311,2,1351,5427,80000
1350,16944,0,34,0,2,2,17724,16374,0,19763,1630,18473,1620,0,1600,2,0,19306,30000
0,24429,0,32,1500,0,0,13683,13060,0,123250,5000,-3942,1000,-1,128000,0,4600,125926,200000
1668,50465,0,39,4000,0,0,56266,51092,0,19856,23000,39545,3032,0,1500,0,1805,19765,50000
0,194640,2,37,0,2,-2,189665,189976,2,167294,6500,171669,15510,2,5500,1,7250,172042,220000
1203,23546,0,41,1573,0,0,17548,23462,0,14937,500,15864,1355,0,516,0,500,12841,70000
2169,67886,0,39,3688,0,0,66328,67806,0,21386,890,26422,2577,0,1000,0,602,17674,550000
0,26465,-1,48,1000,0,2,8475,20435,2,10962,7505,8162,8475,2,3000,0,0,7350,200000
1411,21261,-2,38,2522,0,-1,0,2522,-1,1455,11961,1411,0,-1,1455,0,4486,4486,60000
4000,121558,0,40,6500,0,0,130658,126367,0,81196,4000,79361,7000,0,3000,0,3000,83040,250000
1020,17287,0,33,1572,0,0,14534,13864,0,8091,0,9662,1242,0,2000,0,0,0,20000
0,932,-1,47,319,-1,-2,800,319,-1,0,0,0,800,-2,0,-1,0,0,90000
3613,22070,0,38,1676,0,0,24124,23075,0,26279,980,27012,1725,2,0,0,975,26831,30000
0,0,-2,28,0,-2,-1,522,0,-2,3978,0,0,522,-1,3978,1,25590,25590,150000
2800,189417,0,29,3318,0,0,74959,95341,0,78047,3400,76514,2719,0,2800,0,2900,79603,190000
885,903,-1,31,1711,-1,-1,1292,1711,-1,1292,1035,885,1292,-1,1292,-1,795,795,230000
5000,18038,-1,31,10047,0,0,11709,26669,0,9084,0,14168,11909,0,16,0,0,0,170000
0,16083,-2,31,759,-1,-2,-484,759,-2,3872,3200,-484,0,-2,4356,-1,0,2,260000
3500,95564,0,42,0,2,0,95477,92809,0,96066,4000,95334,4500,0,3400,2,4000,97413,130000
1298,7081,0,36,0,2,0,7996,6819,0,9180,500,9004,1290,0,474,1,487,9371,10000
3000,5288,0,42,1117,0,0,8693,6310,0,13344,553,11541,2500,0,2000,2,2000,15118,30000
10542,1432,-2,35,8132,-2,-2,7017,8125,-2,13295,6666,10525,7018,-2,13378,-2,11045,11024,400000
1244,29249,0,38,1800,0,0,27006,28795,0,18275,667,23705,1550,0,751,0,612,18104,80000
7000,398711,0,43,17000,0,0,186081,407664,0,193824,10000,189987,7000,0,7000,0,11000,201699,400000
1473,3482,-1,41,1000,0,-1,1524,2946,0,1473,390,2946,1524,-1,1473,0,0,0,80000
0,16371,0,46,1289,0,2,19954,17384,2,20139,528,19259,2859,2,1044,2,0,19434,20000
2000,50416,0,38,1835,0,0,53109,51412,0,108596,2100,53630,2520,0,2000,0,4058,55886,70000
0,153104,0,32,4500,0,-2,105086,102049,0,0,1418,0,5014,-2,0,0,0,0,240000
4000,66852,2,43,3000,2,2,71459,68152,3,71908,0,73690,5000,3,0,2,5700,76294,80000
0,28133,0,31,1800,0,2,32067,29461,2,32633,0,31252,3400,2,1900,2,2000,33965,50000
13013,489305,0,34,18231,0,0,471639,479927,0,285319,162510,375196,20010,0,11209,0,9010,209218,480000
4300,129554,0,34,5600,0,0,119279,116490,0,125427,5300,121782,6000,0,5500,0,17000,140460,200000
2000,50460,3,41,3000,3,2,53896,52331,3,52956,2200,54426,3000,3,0,2,2500,54459,70000
10312,390,-2,35,0,-2,0,1151,0,-1,12238,3000,10312,1151,-1,12238,-2,5000,8279,80000
0,29504,-2,38,0,-1,-1,0,0,-2,1742,22854,0,0,-1,1742,-1,0,0,210000
6000,79662,0,35,3000,0,0,26823,25442,0,37457,5000,32032,1791,0,6000,0,7000,43814,210000
0,3555,-2,35,2570,-2,-2,0,2570,-2,0,0,0,0,-2,0,-2,6920,6920,360000
2296,3135,0,40,2000,0,-1,2454,2643,-1,2296,2796,2250,2296,-1,2342,0,4315,4315,20000
11600,133341,0,45,6804,0,2,130591,133715,0,138733,4000,138404,6883,2,5020,0,1200,137642,170000
123,123,-2,37,123,-2,-2,0,123,-2,0,0,123,0,-2,0,-2,0,0,310000
5112,144249,0,45,6097,0,0,139978,144423,0,93788,4019,126213,8039,0,5000,0,5008,94875,200000
0,0,-2,27,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,180000
4100,176699,2,30,15000,0,0,184403,188703,0,90097,3248,90887,3000,0,3200,0,3264,90295,190000
2000,42622,0,33,5000,0,0,51103,46884,0,53480,5001,52251,5000,0,2100,0,2000,54467,100000
9607,16056,0,38,180040,-1,0,180360,179490,0,140738,5000,177460,8200,0,5103,0,5237,141830,180000
0,11460,-1,42,455,-1,-1,10843,455,2,7560,9398,9011,10843,0,22,0,7709,7686,80000
1144,9388,0,31,1162,0,0,10624,10387,0,11771,345,11539,1229,0,376,0,329,9075,30000
8800,215052,0,32,7000,0,0,195204,191094,0,201581,16000,199091,7200,0,7300,-1,7700,206054,280000
7009,-296,-1,32,2345,-1,0,-153,1733,-1,632,36049,6540,0,-1,632,1,0,316,110000
6000,108984,0,33,3775,0,0,104394,106533,0,82816,3200,103798,3988,0,3784,0,3010,78727,130000
5,74860,3,34,11074,2,0,82194,84054,2,26681,0,78715,3,0,1075,2,0,0,80000
1238,29632,0,38,1492,0,0,30526,30239,0,30012,0,29219,1661,0,1031,0,1083,28422,30000
0,6925,3,45,3647,2,0,9964,10273,2,9512,564,9327,0,0,332,1,333,9200,10000
6151,183339,0,32,10016,0,0,179979,179701,0,59413,45,89317,7473,0,2000,0,7015,65890,400000
18941,30267,-1,33,14773,-1,-1,18129,14773,-1,21687,415,18934,18129,0,16687,0,16438,16438,500000
3000,30336,0,33,3005,0,0,28048,29965,0,27736,2000,29775,2000,0,3000,0,2000,26956,30000
1000,17011,0,33,2000,0,-1,18443,15720,0,7638,0,7138,3000,0,500,2,5884,5884,30000
3000,36075,0,33,4000,0,-1,41240,39442,0,380,3600,42380,2760,-1,380,0,96736,96736,110000
5000,39192,2,34,1700,2,2,39030,39951,2,43771,300,43381,0,2,1400,3,1700,44626,100000
5934,175000,0,36,12000,0,0,189643,184057,0,24895,1320,115046,9427,0,13000,0,11000,35410,200000
1726,41629,0,40,1688,0,0,45666,42626,0,49757,1698,84725,3728,0,1608,0,2169,46196,110000
5000,46277,0,36,2058,0,0,20361,42207,0,17318,800,17527,1265,0,700,0,700,17738,50000
10005,190693,0,43,7000,0,0,173389,169931,0,155592,5000,154440,7000,0,6193,0,4231,116249,210000
0,23155,2,45,0,2,2,26789,22490,2,27408,2305,26065,5000,2,2084,1,0,26831,30000
2005,57267,0,35,3023,0,0,47343,57225,0,27829,3000,29164,2245,0,2000,0,1088,27574,60000
1602,19295,0,43,1295,0,2,18541,19639,0,19757,400,19059,1309,0,1300,0,600,19913,20000
3000,63386,0,40,8000,0,0,61655,64165,0,64966,3000,61855,3000,0,5000,0,3000,66942,220000
1606,16935,2,34,1500,2,0,17280,17855,0,18806,695,18594,0,0,818,1,690,19045,30000
2465,2378,-2,32,4884,-2,-2,329,4884,-2,2673,9583,2464,329,-2,2673,-2,12354,12354,260000
1011,2300,-1,45,483,-1,0,487,483,-1,524,974,1011,487,0,0,-1,1000,1037,140000
9598,30691,0,37,7595,0,0,29616,27595,0,27589,9382,29598,5616,0,5589,0,5985,28985,310000
1236,24885,0,49,1215,0,0,26901,25886,0,28469,1079,27907,1230,0,798,0,822,29058,30000
2500,47021,0,42,2000,0,0,49455,48235,0,52183,3000,51132,2000,0,2500,0,2000,53192,110000
1600,18505,0,46,0,2,0,18067,17898,0,18717,0,18917,1800,0,400,1,0,17144,20000
390,390,-2,42,390,-2,-2,390,390,-2,1240,2970,390,390,-2,1240,-2,4234,4234,230000
1852,1116,2,29,2599,-1,-1,1302,2599,-1,736,0,1852,0,0,0,-1,3542,3542,160000
10000,87836,0,38,6000,0,0,96013,92361,0,35629,115000,34079,6000,0,15000,0,35000,59829,450000
1000,29026,0,36,5000,0,0,28695,28179,0,10155,7013,19370,5018,0,3000,0,0,3788,320000
2098,95893,0,39,3552,0,0,65668,97040,0,66779,1732,66046,2617,0,1916,2,1707,45833,100000
0,44312,0,32,3000,0,0,-2793,23132,-2,20381,5000,-2793,23,-1,23381,0,5000,25198,320000
6314,138375,0,34,5000,0,0,142280,138796,0,89035,2100,142002,8000,0,3200,0,6400,94006,140000
0,18992,2,36,1500,2,2,20767,19881,2,21802,1000,20136,1500,2,2000,1,0,21315,50000
0,-1,-2,44,1734,-2,-2,-2506,1733,-2,-2506,0,-2506,2506,-2,0,-2,0,-2506,410000
5000,273535,0,43,12000,0,0,141996,280598,0,134963,6000,131471,7300,0,6000,0,7000,139471,280000
30014,20488,-1,32,18615,-1,-1,41195,18607,0,64646,11611,89714,42067,0,39515,-1,6110,6103,320000
3798,3022,-1,51,2751,-1,-1,4592,2742,-1,8717,12114,3798,4592,-1,8774,-1,4362,4362,170000
390,1091,-1,47,390,-1,0,1554,390,-1,780,390,390,1554,-1,780,0,0,390,50000
4627,72840,-1,50,0,0,2,13009,0,0,20115,3000,17405,13009,0,3000,0,0,19655,90000
0,6811,-2,51,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,250000
1000,1473,2,53,2095,-1,-2,622,2095,-1,-1324,0,149,0,-1,0,0,2000,-797,10000
0,0,-2,51,0,-2,-2,0,0,-2,0,930,0,0,-2,0,-2,0,0,20000
1700,46239,0,50,1754,0,0,47918,46914,0,48571,1600,47620,2210,0,1614,0,1600,48525,80000
1505,36997,0,53,1607,0,0,34929,36927,0,28993,2007,31874,2010,0,1001,0,2007,29409,50000
3500,63995,2,56,3000,2,2,66705,65347,2,69787,5100,68506,3000,2,3000,3,300,68844,80000
6000,73903,0,51,6000,0,0,75593,74661,0,81793,4000,78110,5002,0,5000,0,6000,86452,130000
3000,138313,0,51,5000,0,0,130935,134057,0,78671,73000,124458,6000,0,3000,0,2000,8730,120000
0,27666,0,50,1473,0,2,31516,28677,2,32392,0,30701,3312,2,2578,0,1294,32645,100000
6866,7217,-1,58,8210,-1,-1,3001,8204,-1,4681,3138,6861,3001,-1,4681,-1,2729,2729,240000
3265,390,-1,50,107767,-1,0,206,52180,-1,5661,2000,3265,206,0,3000,-1,2000,7026,130000
3925,101084,0,50,4700,0,0,111998,103476,2,106721,4100,112290,11500,2,0,0,5000,107636,110000
27,40268,0,51,2000,0,0,22733,27913,2,7080,400,15100,3334,0,300,0,1092,8049,50000
2000,6949,2,56,2000,0,4,10523,8823,2,13542,2000,12043,2000,3,2000,0,2000,14728,20000
