V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,CLASS
3238,95757,0,27,3880,0,0,101255,98098,0,98419,3000,101341,5114,0,3401,0,2980,85259,180000,0
0,390,-1,24,390,-1,-2,780,390,0,0,0,780,780,0,0,-1,0,0,30000,1
1437,15330,0,27,2501,0,0,11470,8626,0,20737,959,10745,10009,0,1105,0,510,9545,400000,0
0,0,-2,28,0,-2,-1,0,0,-2,50000,0,0,0,-1,50000,1,0,0,140000,0
0,17895,-1,58,13605,-1,-1,18286,13576,-1,0,5656,-200,19352,-2,200,-1,18486,18486,20000,0
698,1616,-2,35,1198,-2,-2,494,1198,-2,1233,17095,698,494,-2,1233,-2,5080,5080,280000,0
6015,836,-1,39,4278,-1,-1,17162,4247,0,12023,12142,12949,17213,0,2083,-1,7360,7324,210000,0
10000,50889,0,36,10000,0,0,36578,45881,0,58311,1800,37717,9000,0,30000,0,9000,58467,350000,0
1980,53023,0,22,0,2,0,39701,76708,0,41525,1548,41021,3320,0,1484,2,1536,42394,80000,1
3000,197352,0,42,9000,0,0,103278,201913,0,64948,3000,62891,6000,0,3000,0,3000,66961,320000,0
4114,95544,0,25,4200,0,0,94489,95311,0,87654,3000,93143,4500,0,3500,0,4000,90172,230000,0
4233,14401,-1,31,4374,-1,2,15020,4374,-1,5934,13391,4233,15037,-1,6092,-1,0,158,80000,0
1536,16925,-1,30,1000,0,-2,1179,12216,-1,-301,0,1536,1179,-1,0,0,0,-301,20000,1
0,42974,0,46,3000,0,0,54321,45277,2,46712,10000,52932,10000,0,6000,0,5000,45537,470000,0
1527,26815,0,25,2000,0,0,29224,27990,0,18466,1000,26692,2000,0,1600,0,1000,29824,30000,0
0,699,-2,33,0,-1,-2,26808,0,-2,0,0,0,26808,-2,0,-1,0,0,160000,1
4223,10658,2,49,9004,-1,-1,3816,8598,-1,1414,2720,4223,0,-1,1414,-2,5941,5941,350000,0
0,825,-1,27,825,-1,-1,-6042,825,-2,-8692,10000,-6867,0,-2,0,-1,150000,54375,80000,0
2846,95956,0,28,4231,0,0,85336,87294,0,82462,2601,81640,4061,0,2800,0,2909,80964,230000,1
23724,7414,-1,31,2020,-1,-1,-9032,2020,-1,0,367,13756,1000,-1,0,-1,3138,3138,240000,0
1100,19041,0,25,1500,0,0,21293,20232,0,22786,2000,22040,1400,0,1100,0,1003,23410,30000,1
1572,184,-1,45,1904,-1,-1,1819,1899,-1,237,230,1572,1819,-1,237,-1,1572,1572,460000,0
2492,47550,0,32,5000,0,0,52672,51427,0,51841,2258,53682,2672,0,2006,0,2069,52921,200000,0
2000,33944,0,27,1513,0,0,27862,29194,0,20178,1000,21229,2000,0,1000,0,1000,19275,50000,0
10000,207995,0,37,8000,2,0,214160,211176,0,227036,0,220579,8000,0,10000,2,100000,321979,310000,0
923,5942,2,31,2500,0,2,8891,8176,2,9084,400,9522,1000,3,0,0,0,8792,70000,0
2500,12346,0,44,1500,0,0,13674,13615,0,13490,5000,27524,2000,2,500,0,2000,15261,20000,0
2766,131720,0,41,3900,0,0,91805,103746,0,62783,1092,76152,3200,0,2100,0,1703,44422,500000,0
229,0,-2,32,0,-2,-2,973,0,-2,3330,538,229,973,-2,3330,-2,7980,7980,500000,1
10000,114527,0,29,20046,0,0,113438,119487,0,122122,5014,112940,5046,0,10048,0,10043,121547,360000,0
0,38395,0,39,2500,0,-2,20650,39943,0,0,0,0,2000,-2,0,0,0,0,230000,0
10019,158326,0,40,6043,0,0,109136,119426,0,99917,4635,106882,4037,2,9,0,3480,97133,170000,0
49379,29300,0,26,1214,0,0,6893,18988,-1,49161,15000,49379,2000,0,1500,0,2000,50646,300000,0
2311,89009,0,30,3071,0,0,67528,71169,0,65521,2504,64238,2390,0,2330,0,2392,65829,240000,0
2000,0,-1,44,664,-1,0,62791,664,0,50078,0,48598,65791,0,2100,1,2000,36050,250000,0
800,16241,0,37,1000,2,2,17695,16680,0,19608,1600,17901,1600,0,2000,-1,0,19143,120000,1
428,124,-2,36,0,-2,-2,0,0,-1,0,0,428,0,-1,0,1,0,0,280000,0
0,1712,2,29,2314,-1,-1,978,2304,0,326,652,652,0,0,0,-1,1052,1052,140000,1
4817,4762,-1,39,6734,-1,-1,1814,6712,-1,1379,6251,4811,1817,-1,1381,-1,6137,6136,80000,0
0,0,-2,35,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,170000,0
2153,1247,-1,33,1654,-1,-1,840,1654,-1,827,9635,2153,840,-1,827,-1,827,-8808,140000,0
5000,60528,2,31,5000,0,-1,31226,49036,0,10000,10000,15568,0,-1,10000,0,0,0,230000,0
871,646,-1,37,0,-1,-1,740,0,-1,1980,0,871,740,-1,1980,-1,0,0,360000,0
300,1700,2,43,1100,2,2,1914,2610,2,2000,0,2182,0,2,0,3,600,2566,30000,0
1949,20290,2,35,5100,0,0,24031,24727,2,25030,2100,25579,0,2,0,0,912,25526,30000,1
2109,371724,0,29,10000,0,0,56033,359672,0,18345,3020,31126,1500,0,5000,0,1000,12836,450000,0
2000,68394,2,25,5620,2,0,71035,72874,0,56467,2226,57503,0,0,1892,2,1979,53995,420000,0
1000,27666,0,35,1500,0,0,29555,28036,0,29129,1500,28458,2000,0,1500,0,1500,29700,120000,0
2611,23250,0,33,0,2,0,23611,22578,0,25111,1092,25825,1397,2,0,1,1000,25708,50000,1
0,33590,0,47,2079,0,0,34038,34524,0,33440,5000,33231,1200,0,816,0,365,5513,80000,0
0,326,-1,37,326,-1,0,978,326,0,326,652,652,978,0,0,-1,0,0,210000,1
1300,28731,0,31,1656,0,0,27601,27927,0,15525,0,26921,1545,0,825,0,0,0,30000,0
1170,390,-1,42,0,2,0,955,390,-1,1170,0,1170,955,0,0,-1,0,780,130000,1
1500,27729,0,33,1500,0,0,28285,28138,0,29303,1032,28463,1500,0,1300,0,1100,29766,30000,0
1366,42238,0,25,1807,0,0,35307,43259,0,18970,1000,23096,1405,0,1000,0,1000,19514,50000,1
10000,238225,0,29,9000,0,0,239228,243044,0,195320,7439,243318,10500,0,7000,0,7300,196664,240000,0
0,0,-2,31,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,150000,0
2645,110778,0,55,3796,0,0,96867,111431,0,81849,2945,77140,4262,0,5834,0,2771,78046,200000,1
2800,76516,2,55,3800,2,0,76652,78505,0,79440,3200,77688,0,0,3000,1,3000,81126,150000,1
0,694,-1,37,0,-1,-1,2023,0,-1,2870,1727,-22,2023,-1,2892,-1,1059,860,330000,0
2000,18011,0,22,2000,0,0,17628,19389,0,19040,1094,16694,1494,0,5000,0,2000,18631,20000,0
12500,184,-1,31,0,-1,-1,2500,0,-1,749,2900,12500,2500,-1,749,-1,2829,2829,240000,0
0,-4,-2,30,0,-2,-2,-4,-4,-2,-4,0,-4,0,-2,0,1,0,-4,100000,0
319,30096,0,24,1300,0,0,13816,30819,0,7441,277,10291,2013,0,415,0,266,7435,40000,1
1500,18199,0,24,0,2,2,18317,17623,0,19084,0,19525,1300,2,0,2,1600,19601,20000,0
1200,1250,0,38,940,-1,0,11240,940,0,15937,6000,12137,10300,0,4000,0,500,16437,300000,0
1000,16090,0,24,36027,0,0,34027,50912,0,9913,500,9568,1807,0,500,0,400,10132,50000,0
2400,16657,0,38,1500,0,0,18776,17874,0,20225,1500,20858,1500,2,0,0,1500,21396,130000,0
0,0,-2,29,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,180000,1
3494,55397,0,40,2000,0,2,57335,55877,0,55949,1725,59595,2356,2,2000,0,0,51225,50000,0
1000,26847,0,26,1500,0,0,27180,26883,0,27390,1000,27035,1500,0,1500,0,2000,28045,210000,0
2403,19098,2,29,1474,2,0,18756,19953,0,15333,0,19968,0,0,0,2,6000,10056,20000,0
3935,3260,-1,42,2270,-1,-1,5887,2270,-1,3935,3935,3935,5887,-1,3935,-1,3935,3935,150000,1
0,5600,-2,30,0,0,-1,0,0,-2,5302,0,0,0,-1,5302,0,5251,10251,140000,0
959,14721,0,62,4909,0,0,649,5049,-1,150,1392,1108,499,2,0,0,925,1075,440000,0
4106,1736,0,28,68000,-1,0,72938,67982,0,18744,4080,54105,7064,0,5075,-1,1000,5148,230000,0
4053,1200,-1,53,0,-2,-1,3609,0,-1,0,638,4053,3609,-1,0,-2,4487,4487,500000,0
3422,3596,-2,38,963,-2,-2,1067,959,-2,1805,1757,3405,1072,-2,1814,-2,2162,2153,280000,0
4000,63340,0,40,6,2,0,39422,53262,0,29070,3000,33954,2006,2,0,1,1118,27785,80000,0
1500,19951,0,33,2000,0,0,23251,21620,0,25805,1500,24358,2000,0,2000,0,1800,27168,210000,0
2000,7139,0,26,1500,0,0,10030,8361,0,13408,2000,11578,2000,0,2000,0,1000,12302,70000,1
2705,143701,0,45,4664,0,0,121378,126337,0,79028,5000,75252,4222,0,5000,0,4000,81548,190000,0
9207,224166,0,28,8200,0,0,213888,219085,0,216543,8203,215125,7729,0,7917,0,7911,217390,220000,0
0,167,-2,30,0,-2,-2,780,-223,-2,0,173,0,1003,-2,0,-2,291,291,310000,0
5365,-15,-1,35,16611,-1,-1,1935,16596,-1,0,741,5365,1935,-1,0,1,294,294,260000,0
0,1631,-1,42,1024,-1,-1,1520,1024,0,586,427,916,1520,-1,586,-1,1466,1466,210000,0
120444,8911,0,36,1034,0,0,-2,5838,-1,90430,3897,120442,2,0,3236,0,3352,92325,180000,0
2700,27126,2,33,3600,2,2,29192,29970,2,31771,1300,31103,0,2,1300,2,0,30404,30000,0
3328,120113,0,30,4501,0,0,104587,112301,0,88909,3000,98333,4585,0,3500,0,2872,78872,230000,0
1290,6805,-1,45,0,2,0,17453,532,0,18855,1000,18444,17453,0,701,1,901,18886,50000,0
0,0,-2,40,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,180000,1
1603,48831,0,36,2002,0,0,44302,46763,0,20103,810,42942,4228,0,900,0,700,20163,50000,0
2029,101832,0,30,5000,0,0,84297,92396,0,46224,1300,49681,4000,0,2000,0,2500,44800,230000,0
1275,13519,2,29,3211,2,0,15545,16493,0,16857,700,16557,0,0,575,2,1539,18121,30000,1
0,0,-2,51,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,260000,1
1555,12174,2,42,3072,0,0,14509,15035,0,15563,2000,15518,0,0,600,0,3000,18289,90000,1
0,7296,-1,40,1819,-1,-2,1012,1819,-1,0,0,0,1012,-2,0,-1,0,0,150000,1
9000,121329,2,26,11000,0,0,127881,128791,2,127159,5000,133130,2600,2,0,0,6000,131069,130000,0
0,54078,3,37,0,4,0,51841,52946,2,49706,0,50306,0,0,0,5,0,49706,50000,0
3016,17462,0,23,10000,0,0,28299,27086,0,27952,3705,29585,2013,0,759,0,2042,29790,30000,0
0,2400,2,31,0,2,7,2400,2400,7,2400,0,2400,0,7,0,3,0,2400,20000,1
6000,164646,0,27,7200,0,0,166202,162671,0,167201,16000,161973,7500,0,10000,0,7000,161327,170000,0
3200,65499,2,28,0,2,0,67741,63882,2,65139,3862,69355,5000,2,7,2,2309,60345,80000,0
5000,150185,0,29,4988,0,0,135741,141926,0,118340,5000,126197,7000,0,5000,0,5000,110557,270000,0
1001,57985,0,37,2550,0,0,27420,59312,0,28552,1233,27965,1500,0,1038,0,1200,29276,60000,0
696,696,-1,47,696,-1,-1,696,696,-1,846,696,696,696,-1,846,-1,696,696,200000,0
1692,3105,-1,34,1599,-1,-1,1122,1599,-1,648,631,1692,1122,-1,648,-1,0,0,170000,0
21881,86239,-1,35,1512,0,-1,2800,75600,-1,0,530,21881,2800,-1,0,0,6780,6780,170000,0
1402,34065,0,33,3000,0,0,32612,35422,0,27438,5000,31842,2011,0,3089,0,3482,26127,50000,0
0,45755,2,34,2000,2,0,49653,46725,3,47664,2000,48571,4000,2,0,1,2000,48720,120000,1
1193,4847,-2,31,4268,-2,-2,0,4268,-2,-127,1956,1193,0,-2,0,-2,0,-127,150000,0
6000,172012,0,31,168019,-1,0,116189,167929,0,120077,4500,192082,5000,0,7125,0,5000,92593,170000,0
0,0,-2,38,0,-2,-2,1597,0,-2,1764,0,-3,1597,-2,1767,-2,718,718,150000,0
11642,308361,0,44,9408,0,0,320167,314507,0,34285,0,327871,10300,0,1602,0,1500,30900,210000,1
1800,61943,0,25,2215,0,0,57045,61458,0,48476,1485,50652,1900,0,1920,0,2300,49815,80000,0
8180,14417,0,51,9000,0,-1,20543,17261,0,7200,8975,18180,5000,0,2200,0,18183,18183,30000,0
4197,163897,0,36,0,2,0,118552,116343,0,122039,4228,119376,5677,0,4509,1,4412,121841,160000,0
3900,113436,2,29,1308,2,2,111108,109439,2,104655,0,108476,7623,2,11,2,7700,107338,180000,1
1520,115293,0,31,2006,0,0,32282,75861,0,31988,1700,32869,2000,0,888,0,16696,48431,80000,0
1000,26400,0,45,1000,0,0,28400,27400,0,30000,0,29400,1000,0,600,0,0,0,20000,0
957,8391,-1,51,2869,-1,0,1021,2855,-1,868,954,953,1026,-1,868,-1,4,872,320000,0
2176,734,-1,46,9483,-1,-1,1277,9455,-1,16070,927,2170,1338,-1,16070,-1,1760,1760,110000,0
3250,50845,0,29,0,2,0,103486,48750,0,50248,781,50590,6556,0,1563,1,1208,49387,50000,0
483,48585,0,35,2220,0,0,50203,49134,0,20085,400,10042,2289,0,350,0,334,9578,50000,1
0,11389,0,32,1500,0,0,15175,12389,2,30772,1000,14634,3000,0,1000,0,2000,17135,20000,0
390,2711,2,28,780,-1,-1,390,780,-1,390,390,390,0,-1,390,-1,540,540,360000,0
1510,50122,0,26,2027,0,0,43194,44742,0,33246,7000,41381,2020,0,1000,0,1000,32948,250000,0
1131,4416,2,51,2400,0,2,6480,6733,0,8735,1794,7495,0,0,1371,0,0,8453,10000,0
500,7510,0,26,0,2,0,8165,7247,0,8743,500,8529,1200,0,500,2,500,8949,30000,1
776,775,2,38,1551,-1,-1,775,1550,-1,925,776,775,1,-1,926,2,776,775,440000,1
1000,77947,0,23,4000,0,-1,79594,78960,0,327,2682,49777,3000,0,0,0,222,222,160000,1
1551,100904,0,23,6629,0,0,160932,91354,0,42017,2000,54967,3117,0,2000,0,1273,30455,120000,0
2000,79277,0,45,3500,0,0,62599,63767,0,44189,2000,51950,3022,0,2000,0,2000,38034,130000,0
1900,63771,0,25,2500,0,0,60005,62642,0,55060,2000,53384,2500,0,2500,0,2500,54583,80000,0
48845,9777,-2,42,75276,-2,-2,5999,75276,-2,0,1140,38845,6008,-2,0,-2,1111,1111,430000,0
650,50468,0,39,0,2,0,49987,48621,0,16769,578,19663,2600,0,752,1,596,16550,50000,1
2050,7877,-1,41,11532,-1,-1,13695,11532,-1,804,0,2050,13740,-1,804,-1,0,0,120000,0
7000,80527,0,43,4000,0,0,84043,82332,0,85802,7000,88508,4000,2,0,0,3500,85280,210000,0
2118,390,-1,37,31638,-1,-2,770,31638,-1,0,0,2108,770,-1,0,-1,0,0,200000,1
2049,69718,0,29,3000,0,0,68306,67961,0,48728,1000,69786,2000,0,2000,0,1000,18574,110000,0
3012,47339,2,54,967,3,0,46037,47270,2,47722,1396,48457,0,2,0,1,1569,48678,80000,0
0,17749,-1,39,10106,0,2,42532,22130,-1,67910,1232,-118,42744,-1,68445,-1,42,54976,500000,0
2150,13307,-1,37,22887,-1,-1,16846,22887,-1,1033,8799,2150,16890,0,0,0,8264,8264,160000,0
969,27056,2,26,700,2,0,28317,27031,2,27302,1500,28568,2062,2,700,3,1500,28171,50000,1
0,8766,-1,39,5950,-1,-2,1000,5890,-1,0,0,0,1010,-2,0,-2,0,0,150000,0
0,15234,2,37,2200,2,2,17834,16893,2,18470,1600,17250,1500,2,1500,2,0,18023,80000,1
11000,342617,0,53,12604,0,0,350031,346067,0,250216,30000,304706,14000,0,9000,0,10000,253526,340000,1
0,4393,2,25,0,2,0,10018,4178,2,5465,80,5353,6000,0,173,1,326,4559,130000,0
756,35116,0,45,1441,0,0,25088,26171,0,21749,829,21090,1500,0,1000,0,1000,22386,50000,1
1000,23243,0,21,1704,0,-1,25693,24394,2,165,0,25760,2168,-1,165,2,0,0,30000,1
3000,27559,0,42,3000,0,0,32233,29866,0,36954,2000,34450,2800,0,3000,0,3000,39251,410000,0
0,0,-1,45,479,-1,-2,0,479,-2,0,0,0,0,-2,0,1,0,0,200000,1
10083,8492,-2,33,5199,-2,-2,9973,5199,-2,13190,9422,10069,9973,-2,13279,-2,20127,20127,180000,0
1626,26012,0,42,2000,0,0,27822,27175,0,28265,629,28481,1577,0,800,0,814,28852,30000,1
4000,15730,0,24,1313,0,0,35036,16776,0,16914,174,14694,2110,0,6000,0,4000,14074,20000,0
13676,28484,-2,34,3440,-2,-2,8795,3440,-2,-1282,0,13676,8795,-2,1282,-2,0,-1282,200000,0
3000,63984,0,42,3000,0,0,67673,65917,0,67793,2500,66292,4000,0,2500,0,3000,67182,100000,0
0,0,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,360000,0
1800,25288,0,24,3000,0,0,28784,27549,0,27916,2500,28708,2000,0,2000,0,3000,30333,30000,0
9456,21333,0,28,4560,0,0,12570,16560,0,10063,0,19403,2500,-1,10063,0,0,8628,460000,0
0,37,4,28,0,2,4,37,37,4,37,0,37,0,4,0,2,0,37,30000,0
6800,90603,2,52,3900,2,2,86671,92152,2,85868,0,91280,0,2,0,2,6500,91047,90000,0
2500,16919,2,26,1500,2,2,18265,17854,2,19986,0,20455,1000,2,0,1,2100,21747,50000,0
1047,3938,-2,37,8576,-2,-2,4846,8556,-2,2183,0,807,4850,-2,2183,-2,210,210,200000,0
3005,16666,-2,37,16662,-2,-2,19428,16662,-2,23787,36472,2994,19432,-2,23788,-2,41214,41175,450000,0
1200,37329,0,36,1500,0,0,26601,32540,0,28017,1009,27358,1500,0,1100,0,1042,28593,50000,1
3587,6398,-2,34,8331,-2,-2,12798,8321,-2,10310,8800,3581,12805,-2,10361,-2,11734,11717,280000,0
592,10343,0,25,1200,0,0,12082,11069,0,12623,0,12473,1201,0,500,2,1500,27460,30000,1
1078,205362,0,34,5504,0,-1,3455,177755,-1,1598,6000,1078,1526,-1,1598,0,173026,171700,200000,0
0,1968,-1,26,463,-1,-2,2500,459,-1,0,0,0,2500,-2,0,-1,0,0,360000,0
7000,16654,0,25,2000,0,0,14155,12801,0,19975,0,19975,2000,0,0,0,0,0,20000,0
1767,46638,0,29,2091,0,0,48395,47680,0,50560,1740,49356,1806,0,2000,0,1767,51431,80000,0
1872,-1037,-1,24,0,-2,0,49024,-1037,0,30212,1250,49806,52806,0,1200,1,1100,30419,50000,0
5000,17524,0,24,5000,0,0,23270,22184,0,31905,2000,27372,5000,0,5000,-1,3600,34954,90000,0
0,0,-2,28,0,-2,-2,0,0,-2,0,510,0,0,-2,0,-2,0,0,200000,0
325000,630458,0,63,28000,0,0,693131,646770,-1,358774,51000,324522,61115,0,40000,0,20000,369685,590000,0
396,30265,-2,30,131,-1,-1,-527,-131,-2,-1488,0,-923,396,-2,565,-1,792,-1884,160000,0
1525,58301,0,26,2179,0,0,47409,57861,0,45654,2000,47743,2191,0,18236,0,1500,26525,110000,0
3300,70723,0,28,3200,0,0,73888,72151,0,75040,2900,75345,3500,0,2800,0,2900,75211,80000,0
0,1350,-2,53,0,2,-1,0,0,-2,0,0,0,0,-2,0,2,470,470,230000,0
5000,32375,0,29,5000,0,0,40170,36817,0,44663,5000,43473,5000,0,3000,0,5000,47207,230000,0
4000,20036,0,24,0,2,0,17619,19322,0,11346,0,10688,2000,0,2033,1,0,0,20000,0
1300,11394,2,25,3600,0,2,13844,14367,2,14733,37,14614,0,2,500,0,505,14823,20000,0
5000,3553,0,39,15696,-1,0,17257,15696,0,26246,5000,21624,5000,0,5000,-1,5000,30781,220000,0
1002,3588,0,31,1505,0,0,2330,3204,0,1327,0,1499,1005,0,503,0,502,671,70000,0
7017,51465,-1,36,24201,-1,-1,384973,24201,0,315125,43710,349790,384986,0,6342,-1,16576,16576,500000,0
780,390,-1,49,678,-1,-1,0,678,-1,0,0,780,0,-1,0,-1,378,378,20000,0
5000,98048,0,30,3903,0,0,84514,97585,0,69656,2300,85496,8000,0,4000,-1,3000,61532,100000,0
0,4180,0,40,1000,0,-2,0,5100,-2,0,0,0,0,-2,0,0,0,0,120000,0
150,360,-1,48,360,-1,-1,360,360,-1,870,870,150,360,-1,870,-1,510,510,120000,1
96562,177017,-1,33,20135,0,0,11426,107267,-1,144345,6000,96562,12099,0,49000,0,140000,141659,180000,0
3500,270955,0,31,8000,0,0,280535,275178,0,83359,2600,82455,7500,0,2500,0,2500,85171,360000,0
3090,741,-1,49,6339,-2,-2,3334,6339,-1,6959,1816,3086,3338,-1,6971,-2,5410,5404,160000,0
0,18769,3,49,3186,2,0,20732,21349,2,19546,0,19946,0,0,0,1,0,19546,20000,1
2900,136013,0,26,5300,0,0,133265,136953,0,83238,3576,82163,6350,0,2950,0,4000,85383,140000,0
2278,59097,0,33,2137,0,2,60992,59655,0,69594,3000,62253,2300,0,9300,0,0,68262,140000,0
0,28083,3,36,0,4,2,26645,27371,2,27535,0,25919,0,2,2038,1,1268,28197,30000,0
3305,173267,0,46,8100,0,0,175233,174590,0,28089,7000,106288,5299,0,5040,0,160719,178719,180000,0
1829,41614,0,26,3000,0,0,46581,43610,0,51305,2500,47634,4000,0,4500,0,2100,52580,70000,0
7006,226988,0,42,8006,0,0,207215,217735,0,187693,5506,197096,7506,0,7006,0,6103,177338,360000,0
16166,0,-1,36,0,-2,0,568,0,-1,16726,1000,16166,568,0,1000,1,1000,17427,290000,0
10061,92837,0,42,4500,0,-1,94460,95413,-1,11243,14741,10031,2000,-1,11277,0,3808,3343,90000,0
5800,274558,0,40,10700,0,0,229566,256910,0,53157,2000,148812,11014,0,1820,0,2000,47998,290000,1
25000,3371,0,31,2000,0,0,6809,2880,0,30924,2000,29324,4015,0,2000,0,5000,35770,240000,0
0,7523,0,29,3000,0,0,9090,8445,0,774,0,3270,1000,0,700,0,0,0,200000,0
70204,73462,0,43,65361,0,-2,76248,82677,0,58231,8318,79684,30646,0,10000,0,7100,7100,240000,0
2000,10817,2,28,3000,0,2,8033,10988,0,9612,1646,7262,0,0,5000,0,0,6747,110000,1
1700,61396,0,28,3012,0,0,58855,60621,0,47651,2708,48570,2500,0,2100,0,2500,38481,100000,0
10034,24689,0,27,10058,0,0,29722,29520,0,19065,6368,36276,10339,0,54,0,10088,17937,270000,0
2800,68532,0,29,3300,0,0,69582,69475,0,68728,3000,69589,3100,0,2600,0,2940,69304,70000,0
20000,119312,0,32,20021,0,2,103438,116259,0,91191,10000,49319,40354,0,43608,0,103,82168,130000,0
0,49028,-1,26,2400,0,0,780,49740,0,850,1000,390,780,-1,850,0,18000,18460,50000,0
1000,50105,0,23,2205,0,0,50269,51099,0,30196,2009,28553,2204,0,2013,0,5004,30208,50000,0
0,6241,-2,46,8805,-2,-2,0,8788,-2,0,0,0,0,-2,0,-2,0,0,160000,0
0,996,-1,47,1000,-1,-1,998,997,-1,999,0,-1,1000,-1,1000,-1,0,0,230000,0
850,4482,-1,44,0,-1,-1,1903,-10,-1,808,380,850,1913,-1,808,-1,775,775,400000,0
10000,8247,0,41,16463,-1,0,7090,16463,0,18438,11796,10000,1314,-1,18438,1,733,17068,30000,0
3025,829,-1,50,18400,-1,2,3023,18311,-1,3529,1600,2914,3500,-1,3600,-1,0,2989,150000,0
0,1170,2,27,0,2,-2,0,780,-2,0,0,0,0,-2,0,-1,0,0,170000,0
5000,110032,0,43,4028,0,0,112393,110045,0,114934,5000,111541,4000,0,5000,0,5000,118228,320000,0
0,101138,2,28,3400,0,-2,34983,69449,2,-18,0,-18,0,-2,0,0,0,-18,110000,1
2200,32082,0,35,0,2,0,31570,31293,0,33370,0,33370,1400,0,0,1,0,0,180000,0
2020,10086,-1,39,32400,-1,-1,13181,32353,-1,7790,0,2010,13181,-1,7790,-1,0,0,150000,0
1443,1443,-1,58,1443,-1,-1,1443,1443,-1,1443,1443,1443,1443,-1,1443,-1,1443,1443,160000,0
2000,44739,0,28,3000,0,2,49611,46708,2,51543,5000,50496,4000,2,2000,0,0,50563,80000,0
10006,38587,0,23,5000,0,-1,23470,27558,0,14578,18000,21539,5000,-1,14614,0,11766,11766,80000,0
0,437,-2,56,241,-2,-2,0,241,-2,0,163,0,0,-2,0,-2,2628,2628,360000,1
0,0,-2,27,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,240000,1
1004,25334,2,27,2204,0,0,25652,26203,0,24995,4,25162,1004,0,1013,0,2018,23901,200000,0
2000,18229,0,26,10000,0,0,25253,27416,0,4549,3000,5549,2000,0,0,0,0,4549,80000,0
1014,108435,0,27,3509,0,-2,45907,109572,0,2889,3100,5130,1102,0,2889,0,82718,78834,110000,0
6380,21170,-1,41,9734,-1,0,7360,9698,-1,11937,6881,6380,7373,-1,11937,0,1000,6378,170000,0
30000,59807,0,41,10000,0,0,67745,68080,0,90936,0,91798,4200,0,7,0,3000,92588,320000,0
0,10033,2,52,0,2,-1,7064,6486,2,2500,0,2890,3192,-1,2500,1,3280,3280,30000,1
0,0,-1,36,0,-2,-2,1100,0,-1,0,0,0,1100,-2,0,1,0,0,120000,1
0,0,-2,31,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,300000,1
3700,111880,0,37,4000,0,0,102490,106841,0,104153,3500,103711,3700,0,3756,-1,3800,103240,150000,0
1352,1902,-1,38,2170,-1,-1,1144,2161,-1,1024,654,1346,1149,-1,1029,-1,0,-4,230000,0
1500,19149,0,37,1500,0,0,21543,20103,0,23374,1200,22765,2000,0,1200,0,1200,24134,200000,0
39,26851,0,36,0,2,-1,30391,26136,0,18504,26275,13150,5334,-1,18559,3,6821,6699,30000,1
17703,-12,-2,51,0,-2,-1,-12,-12,-1,4599,0,17691,0,-1,4599,1,4134,4134,80000,1
3395,19522,-1,30,4358,0,-2,16668,23249,0,17898,4674,18389,16730,0,1898,0,1000,18462,20000,0
4726,3304,-2,53,7378,-2,-2,3641,7378,-2,2966,6020,4726,3696,-2,2966,-2,5946,5946,260000,0
27,140711,2,34,12416,2,0,148066,147833,2,135075,5000,142163,6130,0,4610,2,5000,135309,150000,0
10207,390,-1,38,390,-1,0,3529,390,0,13110,3000,13207,3529,0,500,-1,600,13116,80000,0
336,47838,0,42,2180,0,0,50376,49246,0,9605,349,9408,2310,0,348,0,360,9806,50000,0
6309,22111,2,48,11257,-1,0,10902,32938,-1,4979,0,6309,0,0,0,-2,2986,2978,200000,1
2154,46989,2,44,5177,0,0,48353,51036,0,29325,0,47264,22,0,1200,0,3450,31100,50000,0
2011,11715,-1,31,5289,-1,-1,10634,5209,0,1966,15,10982,10641,0,9,-1,4890,4883,200000,0
0,330,-1,29,9500,-1,-1,0,9500,-2,0,0,0,0,-2,0,-1,261,261,280000,0
25173,7066,-2,57,6378,-1,-1,4279,2328,-1,76738,25000,24973,5096,-1,25896,-1,25108,25108,480000,0
2900,105348,2,30,4268,2,2,102996,106432,2,100357,105300,100198,3251,2,5000,1,0,95471,220000,1
3500,97925,0,44,4303,0,0,98495,98817,0,98484,3800,96309,4200,0,3700,0,3600,100319,180000,0
11139,14937,-1,24,3027,0,0,3847,12171,-1,6479,3008,11117,3858,0,3009,0,3016,6187,50000,0
3957,2500,-1,44,804,-1,-1,2016,804,-1,4956,626,3957,5991,-1,5444,-1,482,482,170000,0
916,528,-1,23,913,-1,-1,10773,913,-1,3091,0,916,10773,-1,3091,-1,700,700,30000,0
0,1448,-1,41,1261,-1,2,630,1261,0,690,780,240,630,-1,840,0,0,150,30000,0
1000,19508,0,25,2000,0,0,19685,19633,0,19073,3007,18887,2000,0,2000,0,3003,20208,70000,0
